Source,Target,Weight,Abs_Weight,RAG_Prompt
Methylation_cg11197206,Methylation_cg25787812,0.8501363324548248,0.8501363324548248,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.85) between CpG site cg11197206 and CpG site cg25787812 (associated with gene MICB). Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'."
Methylation_cg12633764,Methylation_cg03103549,0.847886998273664,0.847886998273664,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.85) between CpG site cg12633764 (associated with gene MAPT) and CpG site cg03103549 (associated with gene CRNKL1). Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'."
Methylation_cg11197206,Methylation_cg20456954,0.8397284704064493,0.8397284704064493,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.84) between CpG site cg11197206 and CpG site cg20456954 (associated with gene ARFGEF1). Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'."
Methylation_cg22678977,Methylation_cg12633764,0.8355929436340879,0.8355929436340879,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.84) between CpG site cg22678977 (associated with gene LRRC6) and CpG site cg12633764 (associated with gene MAPT). Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'."
Methylation_cg22678977,Methylation_cg25787812,0.8346907610365828,0.8346907610365828,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.83) between CpG site cg22678977 (associated with gene LRRC6) and CpG site cg25787812 (associated with gene MICB). Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'."
Methylation_cg03387103,Methylation_cg03103549,0.8340433568303528,0.8340433568303528,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.83) between CpG site cg03387103 (associated with gene LETM1) and CpG site cg03103549 (associated with gene CRNKL1). Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'."
Methylation_cg20456954,Methylation_cg22789237,0.8296418129738949,0.8296418129738949,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.83) between CpG site cg20456954 (associated with gene ARFGEF1) and CpG site cg22789237 (associated with gene SIPA1L2). Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'."
Methylation_cg11197206,Methylation_cg12633764,0.8266832270886629,0.8266832270886629,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.83) between CpG site cg11197206 and CpG site cg12633764 (associated with gene MAPT). Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'."
mRNA_ESR1,mRNA_CCDC170,0.8221919195688373,0.8221919195688373,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.82) between gene ESR1 and gene CCDC170. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'."
Methylation_cg03387103,Methylation_cg11197206,0.818700702701003,0.818700702701003,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.82) between CpG site cg03387103 (associated with gene LETM1) and CpG site cg11197206. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'."
Methylation_cg03387103,Methylation_cg12633764,0.8178969974149792,0.8178969974149792,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.82) between CpG site cg03387103 (associated with gene LETM1) and CpG site cg12633764 (associated with gene MAPT). Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'."
Methylation_cg22678977,Methylation_cg04557423,0.8171906247587605,0.8171906247587605,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.82) between CpG site cg22678977 (associated with gene LRRC6) and CpG site cg04557423 (associated with gene LOC727677). Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'."
Methylation_cg22678977,Methylation_cg03387103,0.817129817880625,0.817129817880625,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.82) between CpG site cg22678977 (associated with gene LRRC6) and CpG site cg03387103 (associated with gene LETM1). Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'."
Methylation_cg22678977,Methylation_cg25245963,0.8144004458292318,0.8144004458292318,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.81) between CpG site cg22678977 (associated with gene LRRC6) and CpG site cg25245963 (associated with gene ZFAT). Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'."
Methylation_cg04557423,Methylation_cg11197206,0.81390219711415,0.81390219711415,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.81) between CpG site cg04557423 (associated with gene LOC727677) and CpG site cg11197206. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'."
Methylation_cg20456954,Methylation_cg03103549,0.8114584404846437,0.8114584404846437,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.81) between CpG site cg20456954 (associated with gene ARFGEF1) and CpG site cg03103549 (associated with gene CRNKL1). Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'."
Methylation_cg04557423,Methylation_cg25787812,0.8091038302765909,0.8091038302765909,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.81) between CpG site cg04557423 (associated with gene LOC727677) and CpG site cg25787812 (associated with gene MICB). Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'."
Methylation_cg12633764,Methylation_cg22789237,0.8064590606072699,0.8064590606072699,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.81) between CpG site cg12633764 (associated with gene MAPT) and CpG site cg22789237 (associated with gene SIPA1L2). Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'."
mRNA_TBC1D9,mRNA_THSD4,0.8045883004858828,0.8045883004858828,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.80) between gene TBC1D9 and gene THSD4. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'."
Methylation_cg04557423,Methylation_cg03103549,0.8007580602370001,0.8007580602370001,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.80) between CpG site cg04557423 (associated with gene LOC727677) and CpG site cg03103549 (associated with gene CRNKL1). Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'."
miRNA_hsa-mir-18a,miRNA_hsa-mir-17,0.800631833121495,0.800631833121495,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.80) between microRNA hsa-mir-18a and microRNA hsa-mir-17. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'."
Methylation_cg03387103,Methylation_cg25787812,0.8002950538426175,0.8002950538426175,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.80) between CpG site cg03387103 (associated with gene LETM1) and CpG site cg25787812 (associated with gene MICB). Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'."
Methylation_cg04557423,Methylation_cg25245963,0.7959272954392708,0.7959272954392708,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.80) between CpG site cg04557423 (associated with gene LOC727677) and CpG site cg25245963 (associated with gene ZFAT). Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'."
Methylation_cg12633764,Methylation_cg25787812,0.7949064821953177,0.7949064821953177,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.79) between CpG site cg12633764 (associated with gene MAPT) and CpG site cg25787812 (associated with gene MICB). Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'."
Methylation_cg25245963,Methylation_cg25787812,0.7845225197128494,0.7845225197128494,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.78) between CpG site cg25245963 (associated with gene ZFAT) and CpG site cg25787812 (associated with gene MICB). Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'."
Methylation_cg20456954,Methylation_cg25787812,0.7825216161427588,0.7825216161427588,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.78) between CpG site cg20456954 (associated with gene ARFGEF1) and CpG site cg25787812 (associated with gene MICB). Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'."
Methylation_cg04557423,Methylation_cg22789237,0.7812340920682388,0.7812340920682388,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.78) between CpG site cg04557423 (associated with gene LOC727677) and CpG site cg22789237 (associated with gene SIPA1L2). Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'."
Methylation_cg03387103,Methylation_cg22789237,0.781182754829425,0.781182754829425,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.78) between CpG site cg03387103 (associated with gene LETM1) and CpG site cg22789237 (associated with gene SIPA1L2). Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'."
Methylation_cg22678977,Methylation_cg20415486,0.7809136158862114,0.7809136158862114,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.78) between CpG site cg22678977 (associated with gene LRRC6) and CpG site cg20415486. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'."
Methylation_cg20456954,Methylation_cg12633764,0.776318898325055,0.776318898325055,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.78) between CpG site cg20456954 (associated with gene ARFGEF1) and CpG site cg12633764 (associated with gene MAPT). Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'."
Methylation_cg04557423,Methylation_cg03387103,0.7735650023359311,0.7735650023359311,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.77) between CpG site cg04557423 (associated with gene LOC727677) and CpG site cg03387103 (associated with gene LETM1). Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'."
